Unique_ID,Taxa,Species,x_g,y_g,Reference,Group,Order,Family,Genus,Notes
1614,Protist,Oxyrrhis marina,1.4E-09,6.7452E-07,Rose & Caron 2007,Protist,Syndiniales,Oxyrrhinaceae,Oxyrrhis,
1615,Protist,Paraflabellula reniformis,4.51E-10,2.30461E-07,Rose & Caron 2007,Protist,Leptomyxida,Flabellulidae,Paraflabellula,
1616,Protist,Paramecium aurelia,0.000000233,8.16432E-05,Rose & Caron 2007,Protist,Urocentrida,Parameciidae,Paramecium,
1617,Protist,Paramecium bursaria,0.000000218,6.52474E-05,Rose & Caron 2007,Protist,Urocentrida,Parameciidae,Paramecium,
1618,Protist,Paraphysomonas bandaiensis,7E-11,3.6281E-08,Rose & Caron 2007,Protist,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
1619,Protist,Paraphysomonas sp.,1.8E-10,4.26393E-07,Rose & Caron 2007,Protist,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
1620,Protist,Paraphysomonas vestita,2.9E-10,5.33484E-07,Rose & Caron 2007,Protist,Chromulinales,Paraphysomonadaceae,Paraphysomonas,
1621,Protist,Paratetrahymena wassi,0.000000026,8.1614E-06,Rose & Caron 2007,Protist,Philasterida,Loxocephalidae,Paratetrahymena,
1622,Protist,Parauronema acutum,3.64E-09,4.10537E-06,Rose & Caron 2007,Protist,Philasterida,Parauronematidae,Parauronema,
1623,Protist,Pelagostrombidium fallax,0.00000005,0.000015695,Rose & Caron 2007,Protist,Strombidiida,Pelagostrombidiidae,Pelagostrombidium,
1624,Protist,Pfiesteria piscicida,2.5E-10,5.56625E-08,Rose & Caron 2007,Protist,Blastodiniales,Oodiniaceae,Pfiesteria,
1625,Protist,Platyamoeba australis,2.41E-10,1.70652E-07,Rose & Caron 2007,Protist,Vannellida,Vannellidae,Platyamoeba,
1626,Protist,Platyamoeba sp,3.53E-11,2.44806E-08,Rose & Caron 2007,Protist,Vannellida,Vannellidae,Platyamoeba,
1627,Protist,Pseudobalanion planctonicum,1.8E-09,1.39941E-06,Rose & Caron 2007,Protist,Prostomatida,,Pseudobalanion,
1628,Protist,Pseudobodo tremulans,9E-11,1.02492E-07,Rose & Caron 2007,Protist,Bicosoecida,Cafeteriidae,Pseudobodo,
1629,Protist,Pteridomonas danica,4.8E-11,5.29104E-08,Rose & Caron 2007,Protist,Pedinellales,Pedinellaceae,Pteridomonas,
1630,Protist,Rhizamoeba sp.,1.8E-10,3.8763E-08,Rose & Caron 2007,Protist,Leptomyxida,Leptomyxidae,Rhizamoeba,
1631,Protist,Rimostrombidium caudatum,0.000000042,1.42569E-05,Rose & Caron 2007,Protist,Choreotrichida,Strobilidiidae,Rimostrombidium,
1632,Protist,Rimostrombidium veniliae,0.000000042,2.46813E-05,Rose & Caron 2007,Protist,Choreotrichida,Strobilidiidae,Rimostrombidium,
1633,Protist,Saccamoeba limax,4.79E-09,3.84637E-06,Rose & Caron 2007,Protist,Tubulinida,Hartmannellidae,Saccamoeba,
1634,Protist,Scuticociliate ,3.7E-09,1.11551E-05,Rose & Caron 2007,Protist,Pleuronematida,Histiobalantiidae,Scuticociliate,
1635,Protist,Spirostomum teres,0.000000215,2.11883E-05,Rose & Caron 2007,Protist,Heterotrichida,Spirostomidae,Spirostomum,
1636,Protist,Spumella sp.,6.3E-11,1.10376E-07,Rose & Caron 2007,Protist,Chromulinales,Chromulinaceae,Spumella,
1637,Protist,Stentor polymorphus,0.00000185,0.0002701,Rose & Caron 2007,Protist,Heterotrichida,Stentoridae,Stentor,
1638,Protist,Stephanoeca diplocostata,7.5E-11,3.47663E-08,Rose & Caron 2007,Protist,Acanthoecida,Acanthoecidae,Stephanoeca,
1639,Protist,Stereomyxa ramosa,8.57E-10,1.84555E-07,Rose & Caron 2007,Protist,Stereomyxida,Stereomyxidae,Stereomyxa,
1640,Protist,Strobilidium gyrans,0.000000042,1.33371E-05,Rose & Caron 2007,Protist,Choreotrichida,Strobilidiidae,Strobilidium,
1641,Protist,Strobilidium lacustris,0.000000113,6.43422E-05,Rose & Caron 2007,Protist,Choreotrichida,Strobilidiidae,Strobilidium,
1642,Protist,Strobilidium neptuni,0.00000011,8.39135E-05,Rose & Caron 2007,Protist,Choreotrichida,Strobilidiidae,Strobilidium,
1643,Protist,Strobilidium veniliae,1.96E-08,7.22554E-06,Rose & Caron 2007,Protist,Choreotrichida,Strobilidiidae,Strobilidium,
1644,Protist,Strombidinopsis acuminatum,0.00000014,0.000071029,Rose & Caron 2007,Protist,Choreotrichida,Strombidinopsidae,Strombidinopsis,
1645,Protist,Strombidinopsis sp.,0.00000014,0.000048545,Rose & Caron 2007,Protist,Choreotrichida,Strombidinopsidae,Strombidinopsis,
1646,Protist,Strombidium capitatum,6.41E-08,2.71399E-05,Rose & Caron 2007,Protist,Strombidiida,Strombidiidae,Strombidium,
1647,Protist,Strombidium reticulatum,0.00000004,0.000024674,Rose & Caron 2007,Protist,Strombidiida,Strombidiidae,Strombidium,
1648,Protist,Strombidium sp.,0.000000025,7.39125E-06,Rose & Caron 2007,Protist,Strombidiida,Strombidiidae,Strombidium,
1649,Protist,Strombidium sulcatum,7.01E-09,6.14076E-06,Rose & Caron 2007,Protist,Strombidiida,Strombidiidae,Strombidium,
1650,Protist,Unidentified chrysomonad,1.8E-10,1.93158E-07,Rose & Caron 2007,Protist,,,Unidentified,
1651,Protist,Unidentified kinetoplastid,9E-11,2.20095E-08,Rose & Caron 2007,Protist,,,Unidentified,
1652,Protist,Amoeba ,7.2E-11,8.90892E-08,Rose & Caron 2007,Protist,Tubulinida,Amoebidae,Amoeba,
1653,Protist,Uronema elegans,7.21E-09,7.00019E-06,Rose & Caron 2007,Protist,Philasterida,Uronematidae,Uronema,
1654,Protist,Uronema marina,4.5E-10,1.1169E-06,Rose & Caron 2007,Protist,Philasterida,Uronematidae,Uronema,
1655,Protist,Uronema marinum,3.59E-09,9.27728E-06,Rose & Caron 2007,Protist,Philasterida,Uronematidae,Uronema,
1656,Protist,Uronema nigricans,3.6E-09,5.01948E-06,Rose & Caron 2007,Protist,Philasterida,Uronematidae,Uronema,
1657,Protist,Uronema sp.,3.24E-09,4.49388E-06,Rose & Caron 2007,Protist,Philasterida,Uronematidae,Uronema,
1658,Protist,Urotricha castalia,9.75E-09,4.5552E-06,Rose & Caron 2007,Protist,Prorodontida,Urotrichidae,Urotricha,
1659,Protist,Urotricha farcta,6.82E-09,8.93659E-06,Rose & Caron 2007,Protist,Prorodontida,Urotrichidae,Urotricha,
1660,Protist,Urotricha furcata,9.05E-09,5.58249E-06,Rose & Caron 2007,Protist,Prorodontida,Urotrichidae,Urotricha,
1661,Protist,Vahlkampfia baltica,3.78E-10,1.49008E-07,Rose & Caron 2007,Protist,Schizopyrenida,Vahlkampfiidae,Vahlkampfia,
1662,Protist,Vahlkampfia damariscottae,8.75E-11,6.00425E-08,Rose & Caron 2007,Protist,Schizopyrenida,Vahlkampfiidae,Vahlkampfia,
1663,Protist,Vannella sp.,7.9E-09,4.32525E-06,Rose & Caron 2007,Protist,Vannellida,Vannellidae,Vannella,
1664,Protist,Vannella caledonica,4.02E-10,2.36235E-07,Rose & Caron 2007,Protist,Vannellida,Vannellidae,Vannella,
1665,Protist,Vannella sp.,7.47E-11,3.73537E-08,Rose & Caron 2007,Protist,Vannellida,Vannellidae,Vannella,
1666,Protist,Vexillifera bacillipedes,3.15E-10,3.32278E-07,Rose & Caron 2007,Protist,Dactylopodida,Vexilliferidae,Vexillifera,
