Unique_ID,Taxa,Species,x_g,y_g,Reference,Group,Order,Family,Genus,Notes
1384,Invertebrate,Brachionus plicatilis,2.40049E-06,0.000657961,"Vareschi 1982, Vareschi and Jacobs 1984, Vareschi and Jacobs 1985; cited in Plante & Downing 1989",Zooplankton,Plioma,Brachionidae,Brachionus,Body mass also estimated as 0.0000003; Dumont 1975; mean dry weight (4 species of Brachionus and hundreds of estimates); female without eggs
1385,Invertebrate,Keratella cochlearis,8.93511E-07,4.15145E-06,"Kalff and Welch 1974, Rigler 1972, Rigler et al. 1974, Schindler 1972, Schindler et al. 1974, Welch 1978; cited in Plante & Downing 1989",Zooplankton,Ploima,Brachionidae,Keratella,Body mass also estimated as 0.00000011; Dumont 1975; mean dry weight (>100 estimates); female without eggs
1386,Invertebrate,Asplanchna priodonta,8.93511E-07,1.21899E-05,"Alimov and Winberg 1972, Alimov et al. 1972; cited in Plante & Downing 1989",Zooplankton,Ploimida,Asplanchnidae,Asplanchna,Body mass also estimated as 0.0000005; Dumont 1975; mean dry weight; female without eggs
1387,Invertebrate,Asplanchna priodonta,8.93511E-07,5.80764E-05,Andronikova et al. 1972; cited in Plante & Downing 1989,Zooplankton,Ploimida,Asplanchnidae,Asplanchna,Body mass also estimated as 0.0000005; Dumont 1975; mean dry weight; female without eggs
1388,Invertebrate,Asplanchna ,8.93511E-07,1.64059E-05,Winberg et al. 1973; cited in Plante & Downing 1989,Zooplankton,Ploimida,Asplanchnidae,Asplanchna,Body mass also estimated as 0.0000009; Dumont 1975; mean dry weight (brightwelli); female without eggs
1389,Invertebrate,Asplanchna ,8.93511E-07,9.88553E-05,Winberg et al. 1973; cited in Plante & Downing 1989,Zooplankton,Ploimida,Asplanchnidae,Asplanchna,
1390,Invertebrate,Helobdella stagnalis,0.01,0.034801663,"George 1976, George and Edwards 1974, Learner and Potter 1974, Potter and Learner 1974; cited in Plante & Downing 1989",Benthos,Rhynchobdellida,Glossiphoniidae,Helobdella,
1391,Invertebrate,Cleopatra ,0.603948629,1.570362804,"Carmouze and Lemoalle 1983, Carmouze et al. 1983, Leveque 1973, Leveque and Saint-Jean 1985; cited in Plante & Downing 1989",Benthos,Sorbeoconcha,Pleuroceridae,Cleopatra,
1392,Invertebrate,Melania ,0.132129563,0.581433432,"Carmouze and Lemoalle 1983, Carmouze et al. 1983, Leveque 1973, Leveque and Saint-Jean 1983; cited in Plante & Downing 1989",Benthos,Sorbeoconcha,Thiaridae,Melania,
1393,Invertebrate,Tinodes waeneri,0.029998532,0.846447448,"Bosselman 1981, Dall et al. 1984, Jonasson 1975, Jonasson 1984, Jonasson and Kristiansen 1967, Petersen 1983; cited in Plante & Downing 1989",Benthos,Trichoptera,Psychomyiidae,Tinodes,
1394,Invertebrate,Corbicula ,0.126182753,0.315500462,"Carmouze and Lemoalle 1983, Carmouze et al. 1983, Leveque 1973, Leveque and Saint-Jean 1984; cited in Plante & Downing 1989",Benthos,Veneroida,Corbiculidae,Corbicula,
1395,Invertebrate,Pisidium casertanum,0.012600855,0.012094836,"Holopainen 1979, Ilmavirta 1979, Ilmavirta 1981, Ruunjarvi 1974, Sarvala et al. 1981; cited in Plante & Downing 1989",Benthos,Veneroida,Sphaeriidae,Pisidium,
1396,Invertebrate,Pisidium conventus,0.008800351,0.008978422,"Holopainen 1979, Ilmavirta 1979, Ilmavirta 1981, Ruunjarvi 1974, Sarvala et al. 1981; cited in Plante & Downing 1989",Benthos,Veneroida,Sphaeriidae,Pisidium,
1397,Invertebrate,Pisidium sp.,0.010495424,0.015900105,"Capblancq and Laville 1968, Capblancq and Laville 1983, Giani and Laville 1973, Laville 1972, Laville 1975, Rey and Capblancq 1975; cited in Plante & Downing 1989",Benthos,Veneroida,Sphaeriidae,Pisidium,
1398,Invertebrate,Pisidium spp,0.184331688,3.977406691,Tudorancea et al. 1979; cited in Plante & Downing 1989,Benthos,Veneroida,Sphaeriidae,Pisidium,
1399,Invertebrate,Criptocopus ornatus,0.006325575,0.039810717,"Hammer 1978, Hammer and Haynes 1978, Hammer et al. 1978, Swanson and Hammer 1983, Swift and Hammer 1979; cited in Plante & Downing 1989",,,,Criptocopus,
1400,Plant,Camellia sinensis,5303.733977,1569.756641,Cannell (1982).   Page 189; cited in Niklas & Enquist 2004,Broadleaf,Ericales,Theaceae,Camellia,(tea)               
1401,Plant,Acacia dealbata,12946.63573,4825.986079,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1402,Plant,Acacia dealbata,27946.76806,10551.3308,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1403,Plant,Acacia mollissima,5625,2000,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1404,Plant,Acacia mollissima,12608.69565,6260.869565,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1405,Plant,Acacia mollissima,16904.96215,4962.15307,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1406,Plant,Acacia mollissima,20529.41176,5745.098039,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1407,Plant,Acacia mollissima,25021.64502,7878.787879,Cannell (1982).   Page 94; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1408,Plant,Acacia mollissima,32857.14286,8412.698413,Cannell (1982).   Page 95; cited in Niklas & Enquist 2004,Broadleaf,Fabales,Fabaceae,Acacia,               
1409,Plant,Betula pubescens,25534.88372,962.790698,Cannell (1982).   Page 75; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Betulaceae,Betula,(B. pubescens x B. glandulosa)           
1410,Plant,Fagus crenata,49360.07641,3113.658071,Cannell (1982).   Page 111; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1411,Plant,Fagus crenata,104807.3524,6504.065041,Cannell (1982).   Page 111; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1412,Plant,Fagus crenata,124839.8902,8325.709058,Cannell (1982).   Page 111; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1413,Plant,Fagus crenata,276114.2857,4948.571429,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1414,Plant,Fagus crenata,310677.9661,6898.305085,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1415,Plant,Fagus crenata,314146.3415,9195.121951,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1416,Plant,Fagus crenata,347428.5714,6380.952381,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1417,Plant,Fagus crenata,388888.8889,10892.01878,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1418,Plant,Fagus crenata,434834.1232,14786.72986,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1419,Plant,Fagus crenata,454777.0701,11681.52866,Cannell (1982).   Page 116; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"(72%) [a], Carpinus tschonoskii, Acer tschonoskii et al."
1420,Plant,Fagus crenata,582913.1653,11008.40336,Cannell (1982).   Page 113; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1421,Plant,Fagus crenata,614264.7059,11176.47059,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1422,Plant,Fagus crenata,834680.8511,19425.53191,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1423,Plant,Fagus crenata,886133.3333,17146.66667,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1424,Plant,Fagus crenata,934750,25150,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1425,Plant,Fagus crenata,1092643.052,27520.43597,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1426,Plant,Fagus crenata,1133027.523,20152.9052,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1427,Plant,Fagus crenata,1230898.876,29157.30337,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1428,Plant,Fagus crenata,1351713.396,36697.81931,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1429,Plant,Fagus crenata,1449826.99,34325.25952,Cannell (1982).   Page 114; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1430,Plant,Fagus crenata,1767659.574,34468.08511,Cannell (1982).   Page 112; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with a few Quercus mongolica, Magnolia obovata, Kalopanax septemlobus et al.    "
1431,Plant,Fagus grandifolia,49958.67769,3607.438017,Cannell (1982).   Page 259; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"Acer saccharum, Betula lutea syn. alleghaniensis, et al.        "
1432,Plant,Fagus grandifolia,137596.8992,9279.069767,Cannell (1982).   Page 259; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"Acer saccharum, Betula lutea syn. alleghaniensis, et al.        "
1433,Plant,Fagus grandifolia,146511.6279,10046.51163,Cannell (1982).   Page 259; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"Acer saccharum, Betula lutea syn. alleghaniensis, et al.        "
1434,Plant,Fagus sylvatica,49116.0221,3613.259669,Cannell (1982).   Page 72; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1435,Plant,Fagus sylvatica,152016.8067,8613.445378,Cannell (1982).   Page 72; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1436,Plant,Fagus sylvatica,625000,38437.5,Cannell (1982).   Page 224; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1437,Plant,Fagus sylvatica,978571.4286,25742.85714,Cannell (1982).   Page 66; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1438,Plant,Fagus sylvatica,1251028.807,47489.71193,Cannell (1982).   Page 72; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1439,Plant,Fagus sylvatica,1556666.667,67083.33333,Cannell (1982).   Page 224; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1440,Plant,Fagus sylvatica,1588888.889,100555.5556,Cannell (1982).   Page 224; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,               
1441,Plant,Fagus sylvatica,2141578.947,66473.68421,Cannell (1982).   Page 24; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with Quercus robur, Quercus petraea, Carpinus betulus, Acer campestre et al.    "
1442,Plant,Fagus sylvatica,2789375,72375,Cannell (1982).   Page 24; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Fagus,"with Quercus robur, Quercus petraea, Carpinus betulus, Acer campestre et al.    "
1443,Plant,Quercus alba,781753.5545,47890.99526,Cannell (1982).   Page 276; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"Quercus velutina, Prunus serotina            "
1444,Plant,Quercus coccinea,51402.37325,5577.130529,Cannell (1982).   Page 279; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"(31%), Quercus alba (18%), Pinus rigida (18%), Quercus velutina (3%), et al."
1445,Plant,Quercus petraea,1809815.951,80000,Cannell (1982).   Page 25; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"with coppiced understorey of Corylus avellana, Carpinus betulus, et al.     "
1446,Plant,Quercus petraea,559478.673,20308.05687,Cannell (1982).   Page 26; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"Quercus robur, Betula pubescens with coppiced understorey of Corylus avellana, Carpinus betulus et al. "
1447,Plant,Quercus robur,99125.16824,9010.76716,Cannell (1982).   Page 28; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"(35%) [a], Carpinus betulus (32%) [a], Fagus sylvatica (25%) [a] and Acer campestre (3%) [a] with understorey coppice of Corylus avellana et al."
1448,Plant,Quercus robur,222129.4363,13006.26305,Cannell (1982).   Page 27; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"(86%) [a], Quercus patraea, Fagus sylvatica et al."
1449,Plant,Quercus robur,3183783.784,109009.009,Cannell (1982).   Page 25; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"with coppiced understorey of Corylus avellana, Carpinus betulus, et al.     "
1450,Plant,Quercus robur,889189.1892,48378.37838,Cannell (1982).   Page 26; cited in Niklas & Enquist 2004,Broadleaf,Fagales,Fagaceae,Quercus,"Quercus petraea with coppiced understorey of Corylus avellana, Carpinus betulus et al.   "
1451,Plant,Tectona grandis,16766.59529,3725.910064,Cannell (1982).   Page 82; cited in Niklas & Enquist 2004,Broadleaf,Lamiales,Lamiaceae,Tectona,               
1452,Plant,Tectona grandis,37537.47323,9357.601713,Cannell (1982).   Page 82; cited in Niklas & Enquist 2004,Broadleaf,Lamiales,Lamiaceae,Tectona,               
1453,Plant,Micranda spruceana,24287.23404,291.489362,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,Eperua leucantha and about 130 other species.
1454,Plant,Micranda spruceana,35422.68041,231.958763,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,Eperua leucantha and about 130 other species.
1455,Plant,Micranda spruceana,65321.42857,764.285714,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,Eperua leucantha and about 130 other species.
1456,Plant,Micranda spruceana,120919.3548,583.870968,Cannell (1982).   Page 370; cited in Niklas & Enquist 2004,Broadleaf,Malpighiales,Euphorbiaceae,Micranda,Eperua leucantha and about 130 other species.
1457,Plant,Shorea robusta,341415.6627,21144.57831,Cannell (1982).   Page 81; cited in Niklas & Enquist 2004,Broadleaf,Malvales,Dipterocarpaceae,Shorea,"with Buchanania lanzan, Anogeissus latifolia et al.         "
1458,Plant,Anogeissus latifolia,82623.50937,10689.94889,Cannell (1982).   Page 84; cited in Niklas & Enquist 2004,Broadleaf,Myrtales,Combretaceae,Anogeissus,"Diospyros melanoxylon, Buchania lanzan, Pterocarpus marsupium et al.        "
1459,Plant,Anogeissus latifolia,88461.53846,11068.37607,Cannell (1982).   Page 84; cited in Niklas & Enquist 2004,Broadleaf,Myrtales,Combretaceae,Anogeissus,"Diospyros melanoxylon, Buchania lanzan, Pterocarpus marsupium et al.        "
1460,Plant,Eucalyptus signata,245151.5152,41848.48485,Cannell (1982).   Page 18; cited in Niklas & Enquist 2004,Broadleaf,Myrtales,Myrtaceae,Eucalyptus,"(55%)[a], Eucalyptus umbra -0.18 [a], with Tristania conferta, Banksia aemula et al"
1461,Plant,Abies amabilis,667.873303,66.78733,Cannell (1982).   Page 289; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,"with some Abies procera, Tsuga heterophylla, Tsuga mertensiana        "
1462,Plant,Abies amabilis,1143725.49,7941.176471,Cannell (1982).   Page 289; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,"with some Abies procera, Tsuga heterophylla, Tsuga mertensiana        "
1463,Plant,Abies veitchii,1.69,0.84,Cannell (1982).   Page 129; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,               
1464,Plant,Abies veitchii,415.873016,136.507937,Cannell (1982).   Page 130; cited in Niklas & Enquist 2004,Needleleaf,Pinales,Pinaceae,Abies,               
